2015-05-13 18:42:28,610 INFO  [Main] Wed May 13 18:42:28 PKT 2015
2015-05-13 18:42:28,626 INFO  [Main] Total: 152
2015-05-13 18:42:28,626 INFO  [Main] Node [automated=false, done=false, timestamp=1, url=https://ssl.gstatic.com/docs/common/cleardot.gif?zx=32kh32x08h7]
2015-05-13 18:42:37,837 INFO  [Main] Sim Change: [0.10714285714285714] currentUrl=[https://api.rescuetime.com/messages] anchorUrl=[https://ssl.gstatic.com/docs/common/cleardot.gif?zx=32kh32x08h7]
2015-05-13 18:42:37,837 INFO  [Main] Sim Change: [0.16071428571428573] currentUrl=[https://api.rescuetime.com/messages] anchorUrl=[https://ssl.gstatic.com/favicon.ico]
2015-05-13 18:42:37,852 INFO  [Main] Sim Change: [0.25] currentUrl=[http://static.getclicky.com/js] anchorUrl=[https://ssl.gstatic.com/favicon.ico]
2015-05-13 18:42:40,426 INFO  [Main] Node [automated=false, done=false, timestamp=2, url=https://api.rescuetime.com/messages]
2015-05-13 18:42:52,530 INFO  [Main] Node [automated=false, done=false, timestamp=3, url=https://www.google.com.pk/search?q=lums&oq=lums&aqs=chrome.0.69i59l2j69i60j69i65l3.1382j0j1&sourceid=chrome&es_sm=93&ie=UTF-8]
2015-05-13 18:43:03,358 INFO  [Main] Sim Change: [0.55] currentUrl=[https://www.google.com.pk/images/mappins_grey.png] anchorUrl=[https://www.google.com.pk/images/nav_logo195.png]
2015-05-13 18:43:03,358 INFO  [Main] Sim Change: [1.0] currentUrl=[https://www.google.com.pk/images/mappins_grey.png] anchorUrl=[https://www.google.com.pk/images/mappins_grey.png]
2015-05-13 18:43:10,478 INFO  [Main] Node [automated=false, done=false, timestamp=4, url=https://www.google.com.pk/maps/vt/data=RfCSdfNZ0LFPrHSm0ublXdzhdrDFhtmHhN1u-gM,lXdSpsQTRw7jp39MrrR-sxbZytKxoVKR5E_L1IyGkx3zujFXDeZcpcf1m7AYwKpCgnEuXLUvmjbxzUiYtZOE6dk_isQoKyzZAY3ufo1JbQZd-avD8QejoEhEP-7hcm1qCTvL]
2015-05-13 18:43:21,680 INFO  [Main] Node [automated=true, done=true, timestamp=5, url=https://www.google.com.pk/images/mappins_grey.png]
